timestamp,datetime,frame_count,object_class,confidence,depth_meters,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y
1777272898.161889,2026-04-27 01:54:58,112,none,0.0,0.0,0,0,0,0,0,0
1777272898.188014,2026-04-27 01:54:58,115,none,0.0,0.0,0,0,0,0,0,0
1777272898.215678,2026-04-27 01:54:58,118,none,0.0,0.0,0,0,0,0,0,0
1777272898.242764,2026-04-27 01:54:58,121,none,0.0,0.0,0,0,0,0,0,0
1777272898.2930639,2026-04-27 01:54:58,124,Machinery,0.7888597249984741,3.7157130241394043,326,166,378,227,352,196
1777272898.319406,2026-04-27 01:54:58,127,none,0.0,0.0,0,0,0,0,0,0
1777272898.346397,2026-04-27 01:54:58,130,none,0.0,0.0,0,0,0,0,0,0
1777272898.3749042,2026-04-27 01:54:58,133,none,0.0,0.0,0,0,0,0,0,0
1777272898.402486,2026-04-27 01:54:58,136,none,0.0,0.0,0,0,0,0,0,0
1777272898.431573,2026-04-27 01:54:58,139,none,0.0,0.0,0,0,0,0,0,0
1777272898.4630752,2026-04-27 01:54:58,142,Person,0.5827000141143799,4.391623497009277,565,204,577,233,571,218
1777272898.490697,2026-04-27 01:54:58,145,none,0.0,0.0,0,0,0,0,0,0
1777272898.517392,2026-04-27 01:54:58,148,none,0.0,0.0,0,0,0,0,0,0
1777272898.5440562,2026-04-27 01:54:58,151,none,0.0,0.0,0,0,0,0,0,0
1777272898.570675,2026-04-27 01:54:58,154,none,0.0,0.0,0,0,0,0,0,0
1777272898.601527,2026-04-27 01:54:58,157,Person,0.5068204998970032,2.344597816467285,439,309,456,339,447,324
1777272898.601527,2026-04-27 01:54:58,157,Person,0.41937923431396484,2.39103627204895,439,302,457,335,448,318
1777272898.629921,2026-04-27 01:54:58,160,none,0.0,0.0,0,0,0,0,0,0
1777272898.657351,2026-04-27 01:54:58,163,none,0.0,0.0,0,0,0,0,0,0
1777272898.6846468,2026-04-27 01:54:58,166,none,0.0,0.0,0,0,0,0,0,0
1777272898.7111292,2026-04-27 01:54:58,169,none,0.0,0.0,0,0,0,0,0,0
1777272898.73898,2026-04-27 01:54:58,172,none,0.0,0.0,0,0,0,0,0,0
1777272898.7666318,2026-04-27 01:54:58,175,none,0.0,0.0,0,0,0,0,0,0
1777272898.792764,2026-04-27 01:54:58,178,none,0.0,0.0,0,0,0,0,0,0
1777272898.82198,2026-04-27 01:54:58,181,Person,0.3544299900531769,1.891376256942749,548,323,565,359,556,341
1777272898.8538072,2026-04-27 01:54:58,184,Person,0.35619622468948364,2.063979148864746,548,313,564,345,556,329
1777272898.880198,2026-04-27 01:54:58,187,none,0.0,0.0,0,0,0,0,0,0
1777272898.912662,2026-04-27 01:54:58,190,Person,0.6101120710372925,1.900632619857788,586,307,604,347,595,327
1777272898.912662,2026-04-27 01:54:58,190,Person,0.5866060853004456,1.849123477935791,587,317,604,348,595,332
1777272898.944502,2026-04-27 01:54:58,193,Vehicle,0.6909925937652588,3.217411518096924,416,132,509,186,462,159
1777272898.944502,2026-04-27 01:54:58,193,Vehicle,0.43807536363601685,3.142400026321411,321,138,400,261,360,199
1777272898.971659,2026-04-27 01:54:58,196,none,0.0,0.0,0,0,0,0,0,0
1777272899.0035672,2026-04-27 01:54:59,199,Person,0.5538486242294312,2.0766777992248535,562,314,583,349,572,331
1777272899.0528152,2026-04-27 01:54:59,202,Machinery,0.5886091589927673,2.3395652770996094,322,144,399,279,360,211
1777272899.0528152,2026-04-27 01:54:59,202,Person,0.383745938539505,2.108893871307373,561,317,583,348,572,332
1777272899.079613,2026-04-27 01:54:59,205,none,0.0,0.0,0,0,0,0,0,0
1777272899.1074219,2026-04-27 01:54:59,208,none,0.0,0.0,0,0,0,0,0,0
1777272899.1391191,2026-04-27 01:54:59,211,Machinery,0.3661772608757019,2.1876392364501953,326,163,409,274,367,218
1777272899.171241,2026-04-27 01:54:59,214,Machinery,0.6020433306694031,2.7926430702209473,323,153,406,285,364,219
1777272899.199421,2026-04-27 01:54:59,217,none,0.0,0.0,0,0,0,0,0,0
1777272899.226411,2026-04-27 01:54:59,220,none,0.0,0.0,0,0,0,0,0,0
1777272899.253394,2026-04-27 01:54:59,223,none,0.0,0.0,0,0,0,0,0,0
1777272899.279636,2026-04-27 01:54:59,226,none,0.0,0.0,0,0,0,0,0,0
1777272899.307727,2026-04-27 01:54:59,229,none,0.0,0.0,0,0,0,0,0,0
1777272899.33478,2026-04-27 01:54:59,232,none,0.0,0.0,0,0,0,0,0,0
1777272899.366086,2026-04-27 01:54:59,235,Person,0.4240942597389221,2.139894723892212,559,319,573,341,566,330
1777272899.394515,2026-04-27 01:54:59,238,none,0.0,0.0,0,0,0,0,0,0
1777272899.4222689,2026-04-27 01:54:59,241,none,0.0,0.0,0,0,0,0,0,0
1777272899.450424,2026-04-27 01:54:59,244,none,0.0,0.0,0,0,0,0,0,0
1777272899.481976,2026-04-27 01:54:59,247,Vehicle,0.46463754773139954,4.628976345062256,449,132,493,169,471,150
1777272899.532904,2026-04-27 01:54:59,250,Vehicle,0.8374379277229309,4.349043369293213,448,128,505,171,476,149
1777272899.532904,2026-04-27 01:54:59,250,Person,0.37609195709228516,2.927910327911377,20,203,37,231,28,217
1777272899.565653,2026-04-27 01:54:59,253,Vehicle,0.5501576066017151,1.872208833694458,451,132,475,150,463,141
1777272899.565653,2026-04-27 01:54:59,253,Person,0.4368864595890045,3.8726906776428223,64,188,75,211,69,199
1777272899.593319,2026-04-27 01:54:59,256,none,0.0,0.0,0,0,0,0,0,0
1777272899.627102,2026-04-27 01:54:59,259,Vehicle,0.836323618888855,3.939636707305908,413,129,495,184,454,156
1777272899.653852,2026-04-27 01:54:59,262,none,0.0,0.0,0,0,0,0,0,0
1777272899.680108,2026-04-27 01:54:59,265,none,0.0,0.0,0,0,0,0,0,0
1777272899.7077172,2026-04-27 01:54:59,268,none,0.0,0.0,0,0,0,0,0,0
1777272899.7660239,2026-04-27 01:54:59,271,Person,0.49752140045166016,3.456946849822998,120,157,147,225,133,191
1777272899.793587,2026-04-27 01:54:59,274,Machinery,0.42154207825660706,3.0228323936462402,325,164,421,243,373,203
1777272899.8203142,2026-04-27 01:54:59,277,none,0.0,0.0,0,0,0,0,0,0
1777272899.848278,2026-04-27 01:54:59,280,none,0.0,0.0,0,0,0,0,0,0
1777272899.87671,2026-04-27 01:54:59,283,none,0.0,0.0,0,0,0,0,0,0
1777272899.904994,2026-04-27 01:54:59,286,none,0.0,0.0,0,0,0,0,0,0
1777272899.936636,2026-04-27 01:54:59,289,Person,0.5203670859336853,4.407346725463867,518,160,529,182,523,171
1777272899.9688509,2026-04-27 01:54:59,292,Person,0.4812885820865631,5.138933181762695,544,175,556,202,550,188
1777272899.996337,2026-04-27 01:54:59,295,none,0.0,0.0,0,0,0,0,0,0
1777272900.025357,2026-04-27 01:55:00,298,none,0.0,0.0,0,0,0,0,0,0
1777272900.05199,2026-04-27 01:55:00,301,none,0.0,0.0,0,0,0,0,0,0
1777272900.080065,2026-04-27 01:55:00,304,none,0.0,0.0,0,0,0,0,0,0
1777272900.1078038,2026-04-27 01:55:00,307,none,0.0,0.0,0,0,0,0,0,0
1777272900.139406,2026-04-27 01:55:00,310,none,0.0,0.0,0,0,0,0,0,0
1777272900.167094,2026-04-27 01:55:00,313,none,0.0,0.0,0,0,0,0,0,0
1777272900.194196,2026-04-27 01:55:00,316,none,0.0,0.0,0,0,0,0,0,0
1777272900.22053,2026-04-27 01:55:00,319,none,0.0,0.0,0,0,0,0,0,0
1777272900.2524219,2026-04-27 01:55:00,322,Person,0.365816593170166,3.675611972808838,56,187,72,215,64,201
1777272900.279706,2026-04-27 01:55:00,325,none,0.0,0.0,0,0,0,0,0,0
1777272900.307452,2026-04-27 01:55:00,328,none,0.0,0.0,0,0,0,0,0,0
1777272900.334768,2026-04-27 01:55:00,331,none,0.0,0.0,0,0,0,0,0,0
1777272900.361376,2026-04-27 01:55:00,334,none,0.0,0.0,0,0,0,0,0,0
1777272900.3875499,2026-04-27 01:55:00,337,none,0.0,0.0,0,0,0,0,0,0
1777272900.413763,2026-04-27 01:55:00,340,none,0.0,0.0,0,0,0,0,0,0
1777272900.4414878,2026-04-27 01:55:00,343,none,0.0,0.0,0,0,0,0,0,0
1777272900.469269,2026-04-27 01:55:00,346,none,0.0,0.0,0,0,0,0,0,0
1777272900.49552,2026-04-27 01:55:00,349,none,0.0,0.0,0,0,0,0,0,0
1777272900.521676,2026-04-27 01:55:00,352,none,0.0,0.0,0,0,0,0,0,0
1777272900.553401,2026-04-27 01:55:00,355,Person,0.6308088898658752,3.244546413421631,447,238,467,285,457,261
1777272900.5796869,2026-04-27 01:55:00,358,none,0.0,0.0,0,0,0,0,0,0
1777272900.6074991,2026-04-27 01:55:00,361,none,0.0,0.0,0,0,0,0,0,0
1777272900.6347961,2026-04-27 01:55:00,364,none,0.0,0.0,0,0,0,0,0,0
1777272900.666081,2026-04-27 01:55:00,367,Person,0.5067422986030579,2.776968479156494,23,205,35,236,29,220
1777272900.693315,2026-04-27 01:55:00,370,none,0.0,0.0,0,0,0,0,0,0
1777272900.720006,2026-04-27 01:55:00,373,none,0.0,0.0,0,0,0,0,0,0
1777272900.746088,2026-04-27 01:55:00,376,none,0.0,0.0,0,0,0,0,0,0
1777272900.77736,2026-04-27 01:55:00,379,Person,0.4296700358390808,3.1672868728637695,241,212,251,238,246,225
1777272900.803744,2026-04-27 01:55:00,382,none,0.0,0.0,0,0,0,0,0,0
1777272900.835503,2026-04-27 01:55:00,385,Person,0.3754027485847473,3.2511281967163086,338,240,351,270,344,255
1777272900.86222,2026-04-27 01:55:00,388,none,0.0,0.0,0,0,0,0,0,0
1777272900.89269,2026-04-27 01:55:00,391,Person,0.39130985736846924,3.3693690299987793,352,241,366,277,359,259
1777272900.924048,2026-04-27 01:55:00,394,none,0.0,0.0,0,0,0,0,0,0
1777272900.9775932,2026-04-27 01:55:00,397,Vehicle,0.59784334897995,3.6368629932403564,371,151,427,221,399,186
1777272900.9775932,2026-04-27 01:55:00,397,Person,0.4234906733036041,2.897017478942871,351,242,371,276,361,259
1777272901.009873,2026-04-27 01:55:01,400,Vehicle,0.6724175810813904,2.7914483547210693,377,156,432,224,404,190
1777272901.0370529,2026-04-27 01:55:01,403,none,0.0,0.0,0,0,0,0,0,0
1777272901.0638459,2026-04-27 01:55:01,406,none,0.0,0.0,0,0,0,0,0,0
1777272901.090081,2026-04-27 01:55:01,409,none,0.0,0.0,0,0,0,0,0,0
1777272901.117289,2026-04-27 01:55:01,412,none,0.0,0.0,0,0,0,0,0,0
1777272901.153111,2026-04-27 01:55:01,415,none,0.0,0.0,0,0,0,0,0,0
1777272901.186549,2026-04-27 01:55:01,418,none,0.0,0.0,0,0,0,0,0,0
1777272901.212783,2026-04-27 01:55:01,421,none,0.0,0.0,0,0,0,0,0,0
1777272901.240458,2026-04-27 01:55:01,424,none,0.0,0.0,0,0,0,0,0,0
1777272901.2679129,2026-04-27 01:55:01,427,none,0.0,0.0,0,0,0,0,0,0
1777272901.294629,2026-04-27 01:55:01,430,none,0.0,0.0,0,0,0,0,0,0
1777272901.327134,2026-04-27 01:55:01,433,Vehicle,0.7766651511192322,4.109247207641602,461,146,518,203,489,174
1777272901.358998,2026-04-27 01:55:01,436,Vehicle,0.5816607475280762,3.30163311958313,480,162,545,222,512,192
1777272901.385951,2026-04-27 01:55:01,439,none,0.0,0.0,0,0,0,0,0,0
1777272901.412235,2026-04-27 01:55:01,442,none,0.0,0.0,0,0,0,0,0,0
1777272901.438297,2026-04-27 01:55:01,445,none,0.0,0.0,0,0,0,0,0,0
1777272901.465525,2026-04-27 01:55:01,448,none,0.0,0.0,0,0,0,0,0,0
1777272901.492785,2026-04-27 01:55:01,451,none,0.0,0.0,0,0,0,0,0,0
1777272901.520106,2026-04-27 01:55:01,454,none,0.0,0.0,0,0,0,0,0,0
1777272901.5482082,2026-04-27 01:55:01,457,none,0.0,0.0,0,0,0,0,0,0
1777272901.576503,2026-04-27 01:55:01,460,none,0.0,0.0,0,0,0,0,0,0
1777272901.603002,2026-04-27 01:55:01,463,none,0.0,0.0,0,0,0,0,0,0
1777272901.62906,2026-04-27 01:55:01,466,none,0.0,0.0,0,0,0,0,0,0
1777272901.655349,2026-04-27 01:55:01,469,none,0.0,0.0,0,0,0,0,0,0
1777272901.683703,2026-04-27 01:55:01,472,none,0.0,0.0,0,0,0,0,0,0
1777272901.7110882,2026-04-27 01:55:01,475,none,0.0,0.0,0,0,0,0,0,0
1777272901.738049,2026-04-27 01:55:01,478,none,0.0,0.0,0,0,0,0,0,0
1777272901.7658439,2026-04-27 01:55:01,481,none,0.0,0.0,0,0,0,0,0,0
1777272901.792765,2026-04-27 01:55:01,484,none,0.0,0.0,0,0,0,0,0,0
1777272901.819212,2026-04-27 01:55:01,487,none,0.0,0.0,0,0,0,0,0,0
1777272901.845332,2026-04-27 01:55:01,490,none,0.0,0.0,0,0,0,0,0,0
1777272901.876262,2026-04-27 01:55:01,493,Vehicle,0.6275442838668823,2.4145636558532715,332,117,380,192,356,154
1777272901.876262,2026-04-27 01:55:01,493,Vehicle,0.4251921772956848,3.3240976333618164,401,116,423,130,412,123
1777272901.90328,2026-04-27 01:55:01,496,none,0.0,0.0,0,0,0,0,0,0
1777272901.928422,2026-04-27 01:55:01,499,none,0.0,0.0,0,0,0,0,0,0
1777272901.955544,2026-04-27 01:55:01,502,none,0.0,0.0,0,0,0,0,0,0
1777272901.98347,2026-04-27 01:55:01,505,none,0.0,0.0,0,0,0,0,0,0
1777272902.0107808,2026-04-27 01:55:02,508,none,0.0,0.0,0,0,0,0,0,0
1777272902.038124,2026-04-27 01:55:02,511,none,0.0,0.0,0,0,0,0,0,0
1777272902.066307,2026-04-27 01:55:02,514,none,0.0,0.0,0,0,0,0,0,0
1777272902.0936801,2026-04-27 01:55:02,517,none,0.0,0.0,0,0,0,0,0,0
1777272902.120594,2026-04-27 01:55:02,520,none,0.0,0.0,0,0,0,0,0,0
1777272902.147199,2026-04-27 01:55:02,523,none,0.0,0.0,0,0,0,0,0,0
1777272902.174838,2026-04-27 01:55:02,526,none,0.0,0.0,0,0,0,0,0,0
1777272902.206599,2026-04-27 01:55:02,529,Person,0.44255131483078003,4.566688537597656,49,165,68,197,58,181
1777272902.238178,2026-04-27 01:55:02,532,Person,0.3537048101425171,6.217649459838867,95,152,105,170,100,161
1777272902.265616,2026-04-27 01:55:02,535,none,0.0,0.0,0,0,0,0,0,0
1777272902.2930582,2026-04-27 01:55:02,538,none,0.0,0.0,0,0,0,0,0,0
1777272902.320213,2026-04-27 01:55:02,541,none,0.0,0.0,0,0,0,0,0,0
1777272902.348223,2026-04-27 01:55:02,544,none,0.0,0.0,0,0,0,0,0,0
1777272902.3766131,2026-04-27 01:55:02,547,none,0.0,0.0,0,0,0,0,0,0
1777272902.404705,2026-04-27 01:55:02,550,none,0.0,0.0,0,0,0,0,0,0
1777272902.432853,2026-04-27 01:55:02,553,none,0.0,0.0,0,0,0,0,0,0
1777272902.4604852,2026-04-27 01:55:02,556,none,0.0,0.0,0,0,0,0,0,0
1777272902.4871628,2026-04-27 01:55:02,559,none,0.0,0.0,0,0,0,0,0,0
1777272902.5177479,2026-04-27 01:55:02,562,Vehicle,0.3609952926635742,2.7010388374328613,431,146,469,173,450,159
1777272902.544584,2026-04-27 01:55:02,565,none,0.0,0.0,0,0,0,0,0,0
1777272902.570812,2026-04-27 01:55:02,568,none,0.0,0.0,0,0,0,0,0,0
1777272902.599041,2026-04-27 01:55:02,571,none,0.0,0.0,0,0,0,0,0,0
1777272902.625889,2026-04-27 01:55:02,574,none,0.0,0.0,0,0,0,0,0,0
1777272902.652918,2026-04-27 01:55:02,577,none,0.0,0.0,0,0,0,0,0,0
1777272902.683845,2026-04-27 01:55:02,580,Person,0.37251612544059753,4.2875566482543945,48,182,64,209,56,195
1777272902.7108228,2026-04-27 01:55:02,583,none,0.0,0.0,0,0,0,0,0,0
1777272902.736907,2026-04-27 01:55:02,586,none,0.0,0.0,0,0,0,0,0,0
1777272902.764609,2026-04-27 01:55:02,589,none,0.0,0.0,0,0,0,0,0,0
1777272902.792187,2026-04-27 01:55:02,592,none,0.0,0.0,0,0,0,0,0,0
1777272902.81892,2026-04-27 01:55:02,595,none,0.0,0.0,0,0,0,0,0,0
1777272902.844971,2026-04-27 01:55:02,598,none,0.0,0.0,0,0,0,0,0,0
1777272902.87026,2026-04-27 01:55:02,601,none,0.0,0.0,0,0,0,0,0,0
1777272902.897978,2026-04-27 01:55:02,604,none,0.0,0.0,0,0,0,0,0,0
1777272902.927915,2026-04-27 01:55:02,607,none,0.0,0.0,0,0,0,0,0,0
1777272902.954386,2026-04-27 01:55:02,610,none,0.0,0.0,0,0,0,0,0,0
1777272902.9827359,2026-04-27 01:55:02,613,none,0.0,0.0,0,0,0,0,0,0
1777272903.0098062,2026-04-27 01:55:03,616,none,0.0,0.0,0,0,0,0,0,0
1777272903.042921,2026-04-27 01:55:03,619,none,0.0,0.0,0,0,0,0,0,0
1777272903.069102,2026-04-27 01:55:03,622,none,0.0,0.0,0,0,0,0,0,0
1777272903.096811,2026-04-27 01:55:03,625,none,0.0,0.0,0,0,0,0,0,0
1777272903.12432,2026-04-27 01:55:03,628,none,0.0,0.0,0,0,0,0,0,0
1777272903.152041,2026-04-27 01:55:03,631,none,0.0,0.0,0,0,0,0,0,0
1777272903.1787882,2026-04-27 01:55:03,634,none,0.0,0.0,0,0,0,0,0,0
1777272903.2066402,2026-04-27 01:55:03,637,none,0.0,0.0,0,0,0,0,0,0
1777272903.234526,2026-04-27 01:55:03,640,none,0.0,0.0,0,0,0,0,0,0
1777272903.2653818,2026-04-27 01:55:03,643,none,0.0,0.0,0,0,0,0,0,0
1777272903.293141,2026-04-27 01:55:03,646,none,0.0,0.0,0,0,0,0,0,0
1777272903.32109,2026-04-27 01:55:03,649,none,0.0,0.0,0,0,0,0,0,0
1777272903.3485491,2026-04-27 01:55:03,652,none,0.0,0.0,0,0,0,0,0,0
1777272903.3763041,2026-04-27 01:55:03,655,none,0.0,0.0,0,0,0,0,0,0
1777272903.403017,2026-04-27 01:55:03,658,none,0.0,0.0,0,0,0,0,0,0
1777272903.430175,2026-04-27 01:55:03,661,none,0.0,0.0,0,0,0,0,0,0
1777272903.457514,2026-04-27 01:55:03,664,none,0.0,0.0,0,0,0,0,0,0
1777272903.48479,2026-04-27 01:55:03,667,none,0.0,0.0,0,0,0,0,0,0
1777272903.511263,2026-04-27 01:55:03,670,none,0.0,0.0,0,0,0,0,0,0
1777272903.537288,2026-04-27 01:55:03,673,none,0.0,0.0,0,0,0,0,0,0
1777272903.564287,2026-04-27 01:55:03,676,none,0.0,0.0,0,0,0,0,0,0
1777272903.593163,2026-04-27 01:55:03,679,none,0.0,0.0,0,0,0,0,0,0
1777272903.621511,2026-04-27 01:55:03,682,none,0.0,0.0,0,0,0,0,0,0
1777272903.653306,2026-04-27 01:55:03,685,Person,0.35802462697029114,2.4741578102111816,348,296,364,325,356,310
1777272903.67998,2026-04-27 01:55:03,688,none,0.0,0.0,0,0,0,0,0,0
1777272903.712031,2026-04-27 01:55:03,691,Vehicle,0.3661589026451111,3.3678126335144043,0,122,33,156,16,139
1777272903.738394,2026-04-27 01:55:03,694,none,0.0,0.0,0,0,0,0,0,0
1777272903.76603,2026-04-27 01:55:03,697,none,0.0,0.0,0,0,0,0,0,0
1777272903.793886,2026-04-27 01:55:03,700,none,0.0,0.0,0,0,0,0,0,0
1777272903.820481,2026-04-27 01:55:03,703,none,0.0,0.0,0,0,0,0,0,0
1777272903.846581,2026-04-27 01:55:03,706,none,0.0,0.0,0,0,0,0,0,0
1777272903.874363,2026-04-27 01:55:03,709,none,0.0,0.0,0,0,0,0,0,0
1777272903.900866,2026-04-27 01:55:03,712,none,0.0,0.0,0,0,0,0,0,0
1777272903.927548,2026-04-27 01:55:03,715,none,0.0,0.0,0,0,0,0,0,0
1777272903.95447,2026-04-27 01:55:03,718,none,0.0,0.0,0,0,0,0,0,0
1777272903.9820318,2026-04-27 01:55:03,721,none,0.0,0.0,0,0,0,0,0,0
1777272904.009731,2026-04-27 01:55:04,724,none,0.0,0.0,0,0,0,0,0,0
1777272904.033976,2026-04-27 01:55:04,727,none,0.0,0.0,0,0,0,0,0,0
1777272904.059644,2026-04-27 01:55:04,730,Person,0.37228450179100037,2.296386957168579,226,265,234,292,230,278
1777272904.082191,2026-04-27 01:55:04,733,none,0.0,0.0,0,0,0,0,0,0
1777272904.10479,2026-04-27 01:55:04,736,none,0.0,0.0,0,0,0,0,0,0
1777272904.129177,2026-04-27 01:55:04,739,none,0.0,0.0,0,0,0,0,0,0
1777272904.156935,2026-04-27 01:55:04,742,none,0.0,0.0,0,0,0,0,0,0
1777272904.184384,2026-04-27 01:55:04,745,none,0.0,0.0,0,0,0,0,0,0
1777272904.2105842,2026-04-27 01:55:04,748,none,0.0,0.0,0,0,0,0,0,0
1777272904.236083,2026-04-27 01:55:04,751,none,0.0,0.0,0,0,0,0,0,0
1777272904.261406,2026-04-27 01:55:04,754,none,0.0,0.0,0,0,0,0,0,0
1777272904.287301,2026-04-27 01:55:04,757,none,0.0,0.0,0,0,0,0,0,0
1777272904.313278,2026-04-27 01:55:04,760,none,0.0,0.0,0,0,0,0,0,0
1777272904.3407161,2026-04-27 01:55:04,763,none,0.0,0.0,0,0,0,0,0,0
1777272904.36732,2026-04-27 01:55:04,766,none,0.0,0.0,0,0,0,0,0,0
1777272904.3935978,2026-04-27 01:55:04,769,none,0.0,0.0,0,0,0,0,0,0
1777272904.4229949,2026-04-27 01:55:04,772,none,0.0,0.0,0,0,0,0,0,0
1777272904.450907,2026-04-27 01:55:04,775,none,0.0,0.0,0,0,0,0,0,0
1777272904.477438,2026-04-27 01:55:04,778,none,0.0,0.0,0,0,0,0,0,0
1777272904.5081332,2026-04-27 01:55:04,781,Person,0.35623446106910706,1.455899715423584,226,340,243,360,234,350
1777272904.534986,2026-04-27 01:55:04,784,none,0.0,0.0,0,0,0,0,0,0
1777272904.5616891,2026-04-27 01:55:04,787,none,0.0,0.0,0,0,0,0,0,0
1777272904.588798,2026-04-27 01:55:04,790,none,0.0,0.0,0,0,0,0,0,0
1777272904.616545,2026-04-27 01:55:04,793,none,0.0,0.0,0,0,0,0,0,0
1777272904.643432,2026-04-27 01:55:04,796,none,0.0,0.0,0,0,0,0,0,0
1777272904.671245,2026-04-27 01:55:04,799,none,0.0,0.0,0,0,0,0,0,0
1777272904.699361,2026-04-27 01:55:04,802,none,0.0,0.0,0,0,0,0,0,0
1777272904.7260642,2026-04-27 01:55:04,805,none,0.0,0.0,0,0,0,0,0,0
1777272904.752647,2026-04-27 01:55:04,808,none,0.0,0.0,0,0,0,0,0,0
1777272904.783247,2026-04-27 01:55:04,811,Person,0.3583758473396301,2.2298965454101562,461,286,483,325,472,305
1777272904.809771,2026-04-27 01:55:04,814,none,0.0,0.0,0,0,0,0,0,0
1777272904.8601441,2026-04-27 01:55:04,817,Vehicle,0.6877793073654175,2.8496644496917725,445,131,501,176,473,153
1777272904.88796,2026-04-27 01:55:04,820,none,0.0,0.0,0,0,0,0,0,0
1777272904.9156039,2026-04-27 01:55:04,823,none,0.0,0.0,0,0,0,0,0,0
1777272904.942524,2026-04-27 01:55:04,826,none,0.0,0.0,0,0,0,0,0,0
1777272904.969038,2026-04-27 01:55:04,829,none,0.0,0.0,0,0,0,0,0,0
1777272904.995264,2026-04-27 01:55:04,832,none,0.0,0.0,0,0,0,0,0,0
1777272905.0213,2026-04-27 01:55:05,835,none,0.0,0.0,0,0,0,0,0,0
1777272905.048825,2026-04-27 01:55:05,838,none,0.0,0.0,0,0,0,0,0,0
1777272905.0765572,2026-04-27 01:55:05,841,none,0.0,0.0,0,0,0,0,0,0
1777272905.104348,2026-04-27 01:55:05,844,none,0.0,0.0,0,0,0,0,0,0
1777272905.131777,2026-04-27 01:55:05,847,none,0.0,0.0,0,0,0,0,0,0
